1.424189,8.635334,1.146313,5.325596,8.509576,0.847273,0.33641982078552246
0.417115,8.406406,3.490497,5.375415,7.821831,2.779671,0.7974069118499756
0.48655,8.316597,3.730605,5.361623,7.791149,2.880627,0.8489036560058594
-0.620419,8.027389,4.133422,5.315633,7.742961,2.890737,0.9742906093597412
-0.960756,7.801375,4.268425,5.317157,7.727174,2.869122,1.0267369747161865
-1.23927,7.555859,4.216035,5.328672,7.733659,2.772185,1.0818557739257812
-1.603209,7.566341,4.2386,5.310635,7.740362,2.748533,1.1373491287231445
-1.668247,7.279241,4.25795,5.292501,7.747051,2.724922,1.187687873840332
-1.914377,7.108425,4.246149,5.277446,7.761112,2.676432,1.2433135509490967
-1.359475,7.266705,2.905078,5.340287,7.756367,2.301523,1.74165940284729
-1.421173,7.30474,2.759257,5.340287,7.756367,2.301523,1.7921195030212402
-1.822045,8.076104,2.51818,5.345285,7.787675,2.273425,1.8462681770324707
-1.951629,8.16825,2.228429,5.345285,7.787675,2.273425,1.9019615650177002
-1.905042,8.162547,2.087713,5.318196,7.755624,2.302904,1.9960179328918457
-1.634803,7.9015,2.115186,5.320061,7.779945,2.298989,2.0467917919158936
-1.651568,7.842365,2.056879,5.340287,7.756367,2.301523,2.1001265048980713
-1.654135,7.749593,2.02641,5.340287,7.756367,2.301523,2.1558797359466553
-1.709863,7.727998,2.010129,5.340287,7.756367,2.301523,2.2098581790924072
-1.741713,7.660589,1.97739,5.338406,7.732091,2.305432,2.2622714042663574
-1.739167,7.747387,1.94051,5.322455,7.74512,2.258535,2.3205597400665283
-1.741713,7.660589,1.97739,5.327383,7.776413,2.230511,2.37837815284729
-1.745941,7.693474,2.040388,5.308883,7.824642,2.223982,2.4298343658447266
-1.775353,7.71907,2.037808,5.310748,7.849192,2.220018,2.483596086502075
-1.803547,7.791149,2.050443,5.310748,7.849192,2.220018,2.5396063327789307
-1.834888,7.730006,2.084847,5.270951,7.879408,2.194711,2.596715211868286
-1.824291,7.76383,2.05597,5.268008,7.872311,2.218813,2.6498074531555176
-1.775353,7.71907,2.037808,5.268008,7.872311,2.218813,2.702003002166748
-1.745941,7.693474,2.040388,5.276476,7.953593,2.182725,2.7539925575256348
-1.785373,7.719144,1.947541,5.276476,7.953593,2.182725,2.8072028160095215
-1.789724,7.745751,1.943441,5.234514,7.959363,2.161394,2.8616178035736084
-1.828181,7.825051,1.932567,5.191356,7.982772,2.160146,2.9157402515411377
-2.151738,7.540971,2.018496,5.168862,7.982044,2.161533,2.969818115234375
-2.37956,7.401534,2.053195,5.146363,7.981315,2.162919,3.026031970977783
-2.38564,7.381271,2.03415,5.129033,8.055475,2.152216,3.0818567276000977
-2.330558,7.442,1.998741,5.106465,8.054753,2.153606,3.134700059890747
-2.35579,7.441147,2.000207,5.103837,8.047332,2.177759,3.1872124671936035
-2.316056,7.44874,1.974294,5.105545,8.072334,2.173728,3.241568088531494
-2.350966,7.414943,2.004221,5.121967,8.015712,2.204573,3.2933082580566406
-2.387034,7.419923,1.982715,5.103837,8.047332,2.177759,3.3437676429748535
-2.356944,7.394574,1.98527,5.103837,8.047332,2.177759,3.3987324237823486
-2.366607,7.447032,1.977223,5.103837,8.047332,2.177759,3.453394889831543
-2.195129,7.393932,1.99945,5.082995,8.071615,2.175119,3.5074100494384766
-2.083174,7.476741,1.980076,5.101204,8.039899,2.201952,3.5660364627838135
-2.025908,7.545166,2.011165,5.102908,8.064852,2.197933,3.6194663047790527
-1.986658,7.678846,2.078386,5.101204,8.039899,2.201952,3.6713736057281494
-1.983512,7.730913,2.161464,5.095926,8.024996,2.250455,3.725459575653076
-1.888289,7.670882,2.374311,5.093281,8.017526,2.274766,3.7791476249694824
-1.49992,7.11836,3.105422,5.057843,7.979277,2.398311,3.8293612003326416
-1.386216,7.266612,3.075858,5.037329,8.003122,2.395789,3.882948398590088
-1.122581,7.376615,3.588426,5.034441,8.053803,2.457918,3.9347641468048096
0.767299,8.402215,3.443544,5.592069,7.796895,2.723012,6.334243059158325
0.764736,8.362843,3.424183,5.633396,7.893525,2.77697,6.387620687484741
0.783967,8.26007,3.387705,5.602536,7.932031,2.868552,6.442642688751221
0.8395,8.2563,3.334413,5.617727,7.940156,2.914436,6.496525049209595
0.852921,8.226375,3.287876,5.569791,7.984697,2.983073,6.552218198776245
0.901117,8.114436,3.276697,5.548891,8.022664,3.002887,6.6127612590789795
0.862794,8.189904,2.704319,5.517925,7.943342,3.040999,6.662875652313232
1.150224,7.668424,2.625803,5.513921,7.896727,3.048246,6.717031955718994
1.478904,7.55637,2.624333,5.504055,7.819081,3.084807,6.7813942432403564
1.478904,7.55637,2.624333,5.504055,7.819081,3.084807,6.832566261291504
1.817395,7.641439,2.591543,5.54822,7.614891,3.112675,6.88420295715332
1.84009,7.599598,2.738549,5.583754,7.682454,2.883605,6.936343431472778
1.874049,7.622097,2.662002,5.725911,7.535607,2.544275,6.994087219238281
1.866679,7.636025,2.613078,5.809047,7.474909,2.525605,7.049539566040039
1.936956,7.589441,2.616275,5.841169,7.439925,2.575523,7.102558374404907
1.984298,7.542276,2.620888,5.858206,7.434112,2.598666,7.157256126403809
2.079639,7.334645,2.624287,5.698731,7.544784,2.590992,7.2131757736206055
2.137231,7.310916,2.718639,5.702681,7.551585,2.566417,7.267235040664673
2.089358,7.315678,2.697126,5.733854,7.549059,2.495356,7.316983222961426
2.108517,7.322802,2.671386,5.739578,7.5388,2.450405,7.372513771057129
2.108517,7.322802,2.671386,5.71925,7.480265,2.414654,7.426209449768066
2.108517,7.322802,2.671386,5.70096,7.445084,2.37533,7.478480339050293
2.133228,7.341109,2.690625,5.695315,7.410733,2.244405,7.540637493133545
2.133228,7.341109,2.690625,5.712257,7.322609,2.234697,7.596341133117676
2.157242,7.294245,2.696515,5.68613,7.274526,2.243749,7.647064924240112
2.114923,7.310126,2.720061,5.67489,7.115779,2.246852,7.6988139152526855
2.155596,7.341898,2.689203,5.734529,6.989204,2.218549,7.751236200332642
2.158713,7.335504,2.713571,5.738253,6.994474,2.195112,7.802634954452515
2.158713,7.335504,2.713571,5.764772,6.852155,2.23852,7.854851961135864
2.164963,7.322687,2.762423,5.760991,6.847137,2.261927,7.909135818481445
2.168095,7.316262,2.786907,5.755041,6.819215,2.289107,7.995781660079956
2.058017,7.288671,2.797632,6.202181,6.433244,2.324768,8.04883885383606
